formula,space_group,structure,id,formation_energy
AgMn2Na,P4mm,"[{'data': {'a': [2.79118361e-10, 0, 0], 'b': [0, 2.79118361e-10, 0], 'c': [0, 0, 8.23963987e-10], 'atoms': [{'x': 1.395591805e-10, 'y': 1.395591805e-10, 'z': 6.499679156075636e-10, 'element': 'Ag'}, {'x': 0, 'y': 0, 'z': 3.7727663036756e-11, 'element': 'Mn'}, {'x': 1.395591805e-10, 'y': 1.395591805e-10, 'z': 1.4995717750054734e-10, 'element': 'Mn'}, {'x': 0, 'y': 0, 'z': 3.982932325947729e-10, 'element': 'Na'}]}, 'natoms': 4, 'element': {'Mn': 2, 'Na': 1, 'Ag': 1}}]",PN_ODAXK3JZIW44KUUJ4OU6HRHLVTV3QILJ,"{'reference': {'Mn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/8IffBWYWeF2VvGN-TtippJCbAlST', 'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/fnHejGdhTuiWS0VNpjH8pA/S0g-iXGYSO3a4JeEbuX_IWUqOBUr'}, 'value_per_atom': 0.4305413904243709, 'value': 1.7221655616974836}"
Ir4Ni24V4,Cmmm,"[{'data': {'a': [3.58105868e-10, -5.063962590000001e-10, 0], 'b': [3.58105868e-10, 5.063962590000001e-10, 0], 'c': [0, 0, 1.0144733430000001e-09], 'atoms': [{'x': 3.58105868e-10, 'y': 2.558449108269153e-10, 'z': 7.608550072500001e-10, 'element': 'Ir'}, {'x': 3.58105868e-10, 'y': -2.558449108269153e-10, 'z': 7.608550072500001e-10, 'element': 'Ir'}, {'x': 3.58105868e-10, 'y': 0, 'z': 5.078602276850084e-10, 'element': 'Ir'}, {'x': 3.58105868e-10, 'y': 0, 'z': -6.235561850083801e-13, 'element': 'Ir'}, {'x': 3.58105868e-10, 'y': 2.5654241090613677e-10, 'z': 4.997536523589629e-10, 'element': 'Ni'}, {'x': 5.400173391186058e-10, 'y': -1.2472572268530574e-10, 'z': 6.302639334759632e-10, 'element': 'Ni'}, {'x': 1.7619439688139415e-10, 'y': 1.247257226853058e-10, 'z': 6.302639334759632e-10, 'element': 'Ni'}, {'x': 3.58105868e-10, 'y': -2.5654241090613677e-10, 'z': 4.997536523589629e-10, 'element': 'Ni'}, {'x': 1.7619439688139415e-10, 'y': -1.2472572268530576e-10, 'z': 6.302639334759632e-10, 'element': 'Ni'}, {'x': 5.400173391186058e-10, 'y': 1.2472572268530576e-10, 'z': 6.302639334759632e-10, 'element': 'Ni'}, {'x': 3.58105868e-10, 'y': 0, 'z': 2.5361833575000004e-10, 'element': 'Ni'}, {'x': 1.7652904681504015e-10, 'y': 1.2758982903073353e-10, 'z': 3.7684350118571563e-10, 'element': 'Ni'}, {'x': 1.7652904681504018e-10, 'y': -1.2758982903073353e-10, 'z': 3.7684350118571563e-10, 'element': 'Ni'}, {'x': 3.58105868e-10, 'y': 2.5654241090613677e-10, 'z': 7.48301914103718e-12, 'element': 'Ni'}, {'x': 5.396826891849598e-10, 'y': -1.275898290307335e-10, 'z': 1.3039317031428441e-10, 'element': 'Ni'}, {'x': 1.7652904681504015e-10, 'y': 1.2758982903073353e-10, 'z': 1.3039317031428441e-10, 'element': 'Ni'}, {'x': 3.58105868e-10, 'y': -2.5654241090613677e-10, 'z': 7.48301914103718e-12, 'element': 'Ni'}, {'x': 1.7652904681504018e-10, 'y': -1.2758982903073353e-10, 'z': 1.3039317031428441e-10, 'element': 'Ni'}, {'x': 5.396826891849598e-10, 'y': 1.2758982903073345e-10, 'z': 1.3039317031428441e-10, 'element': 'Ni'}, {'x': 3.58105868e-10, 'y': 0, 'z': 7.608550072500001e-10, 'element': 'Ni'}, {'x': 1.7619439688139415e-10, 'y': 1.247257226853058e-10, 'z': 8.914460810240371e-10, 'element': 'Ni'}, {'x': 1.7619439688139415e-10, 'y': -1.2472572268530576e-10, 'z': 8.914460810240371e-10, 'element': 'Ni'}, {'x': 0, 'y': 0, 'z': 2.5361833575000004e-10, 'element': 'Ni'}, {'x': 5.396826891849598e-10, 'y': 1.2758982903073345e-10, 'z': 3.7684350118571563e-10, 'element': 'Ni'}, {'x': 5.396826891849598e-10, 'y': -1.275898290307335e-10, 'z': 3.7684350118571563e-10, 'element': 'Ni'}, {'x': 0, 'y': 0, 'z': 7.608550072500001e-10, 'element': 'Ni'}, {'x': 5.400173391186058e-10, 'y': 1.2472572268530576e-10, 'z': 8.914460810240371e-10, 'element': 'Ni'}, {'x': 5.400173391186058e-10, 'y': -1.2472572268530574e-10, 'z': 8.914460810240371e-10, 'element': 'Ni'}, {'x': 3.58105868e-10, 'y': 2.5579663100758226e-10, 'z': 2.5361833575000004e-10, 'element': 'V'}, {'x': 3.58105868e-10, 'y': -2.5579663100758226e-10, 'z': 2.5361833575000004e-10, 'element': 'V'}, {'x': 0, 'y': 0, 'z': 5.083709440000749e-10, 'element': 'V'}, {'x': 0, 'y': 0, 'z': -1.1342725000748701e-12, 'element': 'V'}]}, 'natoms': 32, 'element': {'V': 4, 'Ir': 4, 'Ni': 24}}]",PN_FTTU2XYIPCXVGW5JIGTPYCBBBD7OZDLF,"{'reference': {'V': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/6a_z-sYaeMtEBgvOYDzXel9FP5XK', 'Ir': 'https://nomad-lab.eu/prod/rae/gui/entry/id/R5T_c-b5R-aSPQN6iXJv2A/Jxd3Gq7w7vgx3vAf4QaOcIUrNIvf', 'Ni': 'https://nomad-lab.eu/prod/rae/gui/entry/id/q7lAKuoOTPWL1mJ5gkMDhg/2z6qKgNMlPjxK4R1fKqhhgll26lp'}, 'value_per_atom': -0.079060351123319, 'value': -2.529931235946208}"
Ge3Mn3Ta3,P-62m,"[{'data': {'a': [6.775443e-10, 3.058e-13, 0], 'b': [-3.385073e-10, 5.869235e-10, 0], 'c': [0, 0, 3.6858030000000003e-10], 'atoms': [{'x': 3.3875799002649306e-10, 'y': 1.9580301505678998e-10, 'z': 0, 'element': 'Ge'}, {'x': 1.9101389480497674e-13, 'y': 3.9127603001954696e-10, 'z': 0, 'element': 'Ge'}, {'x': 6.1999071144e-14, 'y': 1.0600112178699999e-13, 'z': 1.8429101984950802e-10, 'element': 'Ge'}, {'x': 1.71495990873241e-10, 'y': 1.35000334449e-13, 'z': 0, 'element': 'Mn'}, {'x': -8.563198826844701e-11, 'y': 1.4858700897545698e-10, 'z': 0, 'element': 'Mn'}, {'x': 2.5331800130037305e-10, 'y': 4.38761037667099e-10, 'z': 0, 'element': 'Mn'}, {'x': 3.9772898073027106e-10, 'y': 1.90998411287e-13, 'z': 1.8429101984950802e-10, 'element': 'Ta'}, {'x': 1.3991999962923e-10, 'y': 2.42347019166136e-10, 'z': 1.8429101984950802e-10, 'element': 'Ta'}, {'x': -1.98699980729063e-10, 'y': 3.4453902556686096e-10, 'z': 1.8429101984950802e-10, 'element': 'Ta'}]}, 'natoms': 9, 'element': {'Mn': 3, 'Ta': 3, 'Ge': 3}}]",PN_ROVHT35V5G6V4TJ5E3TJ2XJE3NRLEHDT,"{'reference': {'Mn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/hXjxFrSARi6vr8ZsckYj7Q/tx_1N24Ev1WXbH2sMhMM1KZC-Ghz', 'Ta': 'https://nomad-lab.eu/prod/rae/gui/entry/id/mAAfBZKmTQWDVL1ZPRsrVQ/aiinBOOtWpDnw1fT1PNtrrjHAAiJ', 'Ge': 'https://nomad-lab.eu/prod/rae/gui/entry/id/A42JdZXMSM6ZvFkyAy3k1g/nH8H7aIXL4SwjYAB7X_4snhAGFE1'}, 'value_per_atom': -0.3204013576617718, 'value': -2.883612218955946}"
Nb2NiRh,P4mm,"[{'data': {'a': [2.7928267e-10, 0, 0], 'b': [0, 2.7928267e-10, 0], 'c': [0, 0, 7.9295095e-10], 'atoms': [{'x': 0, 'y': 0, 'z': -1.6469583301990498e-11, 'element': 'Nb'}, {'x': 1.39641335e-10, 'y': 1.39641335e-10, 'z': 2.20473969361261e-10, 'element': 'Nb'}, {'x': 0, 'y': 0, 'z': 4.053650974397695e-10, 'element': 'Ni'}, {'x': 1.39641335e-10, 'y': 1.39641335e-10, 'z': 5.8005694150096e-10, 'element': 'Rh'}]}, 'natoms': 4, 'element': {'Nb': 2, 'Rh': 1, 'Ni': 1}}]",PN_N36G3GWXT67ARZWGGEL2LFTLUT3ODSSU,"{'reference': {'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/FsjvRjUORt2wbpq8ej5bOA/861X4hlRjiSg-bvBzuNmZtnnHOYr', 'Rh': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7IQEcowSTDaJcMTtCigTSQ/7pAP54pzEP8-EwENC3ty75erNef2', 'Ni': 'https://nomad-lab.eu/prod/rae/gui/entry/id/q7lAKuoOTPWL1mJ5gkMDhg/2z6qKgNMlPjxK4R1fKqhhgll26lp'}, 'value_per_atom': -0.10109119569685454, 'value': -0.40436478278741816}"
Ir2PPb,Pmm2,"[{'data': {'a': [3.02876969e-10, 0, 0], 'b': [0, 3.797912e-10, 0], 'c': [0, 0, 6.18610168e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 1.4164057200425441e-11, 'element': 'Ir'}, {'x': 1.514384845e-10, 'y': 1.898956e-10, 'z': 1.8904412480114658e-10, 'element': 'Ir'}, {'x': 0, 'y': 0, 'z': 2.424752727946921e-10, 'element': 'P'}, {'x': 1.514384845e-10, 'y': 1.898956e-10, 'z': 4.822317910176343e-10, 'element': 'Pb'}]}, 'natoms': 4, 'element': {'P': 1, 'Pb': 1, 'Ir': 2}}]",PN_WWAUBE4MRXWKTYBV4WXDJI3LO6NKTAXD,"{'reference': {'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/SwEGZUqCTPyNJvGH3CWDPQ/VliAGY_Z2yfFnSNW4d80E-Y7rLrP', 'Pb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/gsAlmK4OTCGsgQBj4SzPwA/aYJtYKNr85nM-0acWcW3IEbYkJ65', 'Ir': 'https://nomad-lab.eu/prod/rae/gui/entry/id/R5T_c-b5R-aSPQN6iXJv2A/Jxd3Gq7w7vgx3vAf4QaOcIUrNIvf'}, 'value_per_atom': 0.1018815722339852, 'value': 0.4075262889359408}"
Fe2NaSn,P4mm,"[{'data': {'a': [3.1422190600000003e-10, 0, 0], 'b': [0, 3.1422190600000003e-10, 0], 'c': [0, 0, 7.57018659e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 3.131065510519632e-11, 'element': 'Fe'}, {'x': 1.5711095300000001e-10, 'y': 1.5711095300000001e-10, 'z': 1.3505952483789842e-10, 'element': 'Fe'}, {'x': 0, 'y': 0, 'z': 3.579811334009116e-10, 'element': 'Na'}, {'x': 1.5711095300000001e-10, 'y': 1.5711095300000001e-10, 'z': 6.111766827261802e-10, 'element': 'Sn'}]}, 'natoms': 4, 'element': {'Na': 1, 'Sn': 1, 'Fe': 2}}]",PN_STB5D4ZQXHGB2QHCA75VYKNX6TZTA4PA,"{'reference': {'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Sn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/OAw0poj5HN3ZrB-djDMlDbA7-aNL', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 0.19202014214543883, 'value': 0.7680805685817553}"
AgNbSb2,P4mm,"[{'data': {'a': [3.8564447000000003e-10, 0, 0], 'b': [0, 3.8564447000000003e-10, 0], 'c': [0, 0, 5.83408548e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 2.7533268082828047e-10, 'element': 'Ag'}, {'x': 1.9282223500000002e-10, 'y': 1.9282223500000002e-10, 'z': 4.536222280835418e-10, 'element': 'Nb'}, {'x': 0, 'y': 0, 'z': -2.96786929270176e-11, 'element': 'Sb'}, {'x': 1.9282223500000002e-10, 'y': 1.9282223500000002e-10, 'z': 1.758366060151954e-10, 'element': 'Sb'}]}, 'natoms': 4, 'element': {'Nb': 1, 'Ag': 1, 'Sb': 2}}]",PN_XAHZCPBPXQLIBX22OF7OI4KRI7FUFI72,"{'reference': {'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/FsjvRjUORt2wbpq8ej5bOA/861X4hlRjiSg-bvBzuNmZtnnHOYr', 'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/fnHejGdhTuiWS0VNpjH8pA/S0g-iXGYSO3a4JeEbuX_IWUqOBUr', 'Sb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WMu7V8unTIq_ZADrznasag/e0MYdRBQr9wEXHzKsLol9DZ8gMvs'}, 'value_per_atom': 0.05668041034380167, 'value': 0.22672164137520667}"
GaNaTa2,P4mm,"[{'data': {'a': [3.39521302e-10, 0, 0], 'b': [0, 3.39521302e-10, 0], 'c': [0, 0, 7.31136068e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 3.3232936735148645e-10, 'element': 'Ga'}, {'x': 1.69760651e-10, 'y': 1.69760651e-10, 'z': 5.346846612718916e-10, 'element': 'Na'}, {'x': 0, 'y': 0, 'z': 4.872281983519184e-11, 'element': 'Ta'}, {'x': 1.69760651e-10, 'y': 1.69760651e-10, 'z': 1.809672535414302e-10, 'element': 'Ta'}]}, 'natoms': 4, 'element': {'Na': 1, 'Ga': 1, 'Ta': 2}}]",PN_VVQT3DARG2NIUDHGZPM35G3RQLOU3EE2,"{'reference': {'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Ga': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/vRXRCHTc1BwC0KVL2zTyDtxvDQO7', 'Ta': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HFcfn7V1T0qqPvWety_q2w/Jno4RsivxTTSMHe4wn8p4qW8Ef6G'}, 'value_per_atom': 0.3372776170902432, 'value': 1.3491104683609727}"
AgMo2Na,P4mm,"[{'data': {'a': [2.6848536099999997e-10, 0, 0], 'b': [0, 2.6848536099999997e-10, 0], 'c': [0, 0, 9.93924646e-10], 'atoms': [{'x': 1.3424268049999999e-10, 'y': 1.3424268049999999e-10, 'z': 7.625005334666463e-10, 'element': 'Ag'}, {'x': 0, 'y': 0, 'z': 9.918437256041486e-10, 'element': 'Mo'}, {'x': 1.3424268049999999e-10, 'y': 1.3424268049999999e-10, 'z': 2.2377204571174312e-10, 'element': 'Mo'}, {'x': 0, 'y': 0, 'z': 5.066953102174621e-10, 'element': 'Na'}]}, 'natoms': 4, 'element': {'Mo': 2, 'Na': 1, 'Ag': 1}}]",PN_RRHKYSMI4EF7UDP7SWJ32KCNW3IWDZNG,"{'reference': {'Mo': 'https://nomad-lab.eu/prod/rae/gui/entry/id/miRFVZUUSvmc1uMMJkU4LA/TwiQxc0usHCKW3MtmHjbnh8mT5GC', 'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/fnHejGdhTuiWS0VNpjH8pA/S0g-iXGYSO3a4JeEbuX_IWUqOBUr'}, 'value_per_atom': 0.5164112426021701, 'value': 2.0656449704086803}"
GePb2V,P4mm,"[{'data': {'a': [3.40151653e-10, 0, 0], 'b': [0, 3.34369769e-10, 0], 'c': [0, 0, 8.32326563e-10], 'atoms': [{'x': 1.700758265e-10, 'y': 1.671848845e-10, 'z': 5.579795092812551e-10, 'element': 'Ge'}, {'x': 0, 'y': 0, 'z': 7.877377802886206e-10, 'element': 'Pb'}, {'x': 1.700758265e-10, 'y': 1.671848845e-10, 'z': 2.582299071226097e-10, 'element': 'Pb'}, {'x': 0, 'y': 0, 'z': 4.768692108075145e-10, 'element': 'V'}]}, 'natoms': 4, 'element': {'Pb': 2, 'V': 1, 'Ge': 1}}]",PN_MQBSWLIZWXCMZS7VDRPWKCAYE3CSAWD7,"{'reference': {'Pb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/gsAlmK4OTCGsgQBj4SzPwA/aYJtYKNr85nM-0acWcW3IEbYkJ65', 'V': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/6a_z-sYaeMtEBgvOYDzXel9FP5XK', 'Ge': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/2eVSxv5n6du3VVsS6uZHLFviKxDn'}, 'value_per_atom': 0.18476932437763605, 'value': 0.7390772975105442}"
Ag2NaV,P4/mmm,"[{'data': {'a': [2.89164138e-10, 0, 0], 'b': [0, 2.89164138e-10, 0], 'c': [0, 0, 8.89093018e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 8.652599283229807e-10, 'element': 'Ag'}, {'x': 0, 'y': 0, 'z': 4.683795986770193e-10, 'element': 'Ag'}, {'x': 1.44582069e-10, 'y': 1.44582069e-10, 'z': 2.222732545e-10, 'element': 'Na'}, {'x': 1.44582069e-10, 'y': 1.44582069e-10, 'z': 6.668197635000001e-10, 'element': 'V'}]}, 'natoms': 4, 'element': {'Na': 1, 'V': 1, 'Ag': 2}}]",PN_OO2USFQMQY4Z5TBSWMH3IN27ONU44B3H,"{'reference': {'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'V': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/6a_z-sYaeMtEBgvOYDzXel9FP5XK', 'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/fnHejGdhTuiWS0VNpjH8pA/S0g-iXGYSO3a4JeEbuX_IWUqOBUr'}, 'value_per_atom': 0.30437213348986925, 'value': 1.217488533959477}"
Ag2NaSr,P4mm,"[{'data': {'a': [3.6771030200000005e-10, 0, 0], 'b': [0, 3.6771030200000005e-10, 0], 'c': [0, 0, 8.05885161e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 1.491758709709041e-11, 'element': 'Ag'}, {'x': 1.8385515100000002e-10, 'y': 1.8385515100000002e-10, 'z': 1.8853622900207924e-10, 'element': 'Ag'}, {'x': 0, 'y': 0, 'z': 3.62506631720993e-10, 'element': 'Na'}, {'x': 1.8385515100000002e-10, 'y': 1.8385515100000002e-10, 'z': 6.428672936798373e-10, 'element': 'Sr'}]}, 'natoms': 4, 'element': {'Na': 1, 'Ag': 2, 'Sr': 1}}]",PN_BY6WUCPARX3RMHWUU2TIP6ABG6XVN25R,"{'reference': {'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/fnHejGdhTuiWS0VNpjH8pA/S0g-iXGYSO3a4JeEbuX_IWUqOBUr', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/9CyQcCUbCgpVbqUi9LKvMkTBuex3'}, 'value_per_atom': 0.015027926927768664, 'value': 0.06011170771107466}"
As12Ge4Na20,P2_1/c,"[{'data': {'a': [1.3565462e-09, 0, 3.453e-12], 'b': [0, 7.572907e-10, 0], 'c': [-7.962000000000001e-13, 0, 8.376490000000001e-10], 'atoms': [{'x': 9.90500002131288e-10, 'y': 1.96954991455415e-10, 'z': 7.695201682528001e-11, 'element': 'As'}, {'x': 5.866670043835601e-10, 'y': 2.33019991710819e-10, 'z': 7.787101338300001e-11, 'element': 'As'}, {'x': 1.1017499386531401e-10, 'y': 2.00515991941118e-10, 'z': 1.2802500584055002e-10, 'element': 'As'}, {'x': 5.67699992545338e-10, 'y': 5.79160978441582e-10, 'z': 2.9252601925439e-10, 'element': 'As'}, {'x': 9.120799559255401e-11, 'y': 6.116659778350069e-10, 'z': 3.4268001174647e-10, 'element': 'As'}, {'x': 1.0439209943469722e-09, 'y': 5.75599977955879e-10, 'z': 3.4705202453922e-10, 'element': 'As'}, {'x': 3.11828992047756e-10, 'y': 1.81690994668773e-10, 'z': 4.940500173087001e-10, 'element': 'As'}, {'x': 1.2645420043596741e-09, 'y': 1.45624994789645e-10, 'z': 4.9842203851247e-10, 'element': 'As'}, {'x': 7.8804999384939e-10, 'y': 1.7812899455934598e-10, 'z': 5.4857602259353e-10, 'element': 'As'}, {'x': 1.245574992529414e-09, 'y': 5.56774980683534e-10, 'z': 7.130770360073701e-10, 'element': 'As'}, {'x': 7.69082982011168e-10, 'y': 5.242699812901089e-10, 'z': 7.632310284649201e-10, 'element': 'As'}, {'x': 3.6524998426344e-10, 'y': 5.60335981169237e-10, 'z': 7.6415002502264e-10, 'element': 'As'}, {'x': 5.599390030158341e-10, 'y': 4.87370984359702e-10, 'z': 6.127501016415001e-11, 'element': 'Ge'}, {'x': 1.17935996968242e-10, 'y': 1.0872599785923799e-10, 'z': 3.5927600658883e-10, 'element': 'Ge'}, {'x': 1.2378140029919482e-09, 'y': 6.48564974765414e-10, 'z': 4.818260352936201e-10, 'element': 'Ge'}, {'x': 7.95810983378894e-10, 'y': 2.6991998826495e-10, 'z': 7.798270316837701e-10, 'element': 'Ge'}, {'x': 1.0281690132285801e-09, 'y': 4.90811976988176e-10, 'z': 6.461502359366e-11, 'element': 'Na'}, {'x': 1.09988000714846e-10, 'y': 5.029449780943889e-10, 'z': 6.490800246277001e-11, 'element': 'Na'}, {'x': 7.93115003424518e-10, 'y': 7.32211973408334e-10, 'z': 1.4488002090173001e-10, 'element': 'Na'}, {'x': 1.238043006866104e-09, 'y': 7.43755968953901e-10, 'z': 1.4894802879064002e-10, 'element': 'Na'}, {'x': 3.49924001912132e-10, 'y': 7.53852971294443e-10, 'z': 1.5055101156138e-10, 'element': 'Na'}, {'x': 3.27950998063982e-10, 'y': 3.7520698517025497e-10, 'z': 2.7000001356809004e-10, 'element': 'Na'}, {'x': 7.96378993448382e-10, 'y': 3.65109982829713e-10, 'z': 2.7505602350557007e-10, 'element': 'Na'}, {'x': 1.24130701045543e-09, 'y': 3.5356698690787e-10, 'z': 2.7912403142901e-10, 'element': 'Na'}, {'x': 5.6788699926923e-10, 'y': 1.2429999159392499e-10, 'z': 3.5564301429021003e-10, 'element': 'Na'}, {'x': 1.00625199680718e-09, 'y': 1.12166998060619e-10, 'z': 3.5938902618186003e-10, 'element': 'Na'}, {'x': 3.4949798958754807e-10, 'y': 6.45123974564033e-10, 'z': 4.817130156660601e-10, 'element': 'Na'}, {'x': 7.87862987125498e-10, 'y': 6.3299097345782e-10, 'z': 4.854590275577101e-10, 'element': 'Na'}, {'x': 1.1444298950476e-10, 'y': 4.03723985716782e-10, 'z': 5.619780104534401e-10, 'element': 'Na'}, {'x': 5.593719832250721e-10, 'y': 3.92179982598308e-10, 'z': 5.6604602086304e-10, 'element': 'Na'}, {'x': 1.0277989883307462e-09, 'y': 3.82082987830673e-10, 'z': 5.711020282798301e-10, 'element': 'Na'}, {'x': 1.005825984482596e-09, 'y': 3.438001330209e-12, 'z': 6.905510302865401e-10, 'element': 'Na'}, {'x': 1.17706979520662e-10, 'y': 1.3534996097844e-11, 'z': 6.921540214337701e-10, 'element': 'Na'}, {'x': 5.62634982962248e-10, 'y': 2.5077999592594e-11, 'z': 6.962220293226801e-10, 'element': 'Na'}, {'x': 1.2457619856798822e-09, 'y': 2.54345986957356e-10, 'z': 7.7619403938515e-10, 'element': 'Na'}, {'x': 3.27580986723648e-10, 'y': 2.66478988063569e-10, 'z': 7.764870266652802e-10, 'element': 'Na'}]}, 'natoms': 36, 'element': {'As': 12, 'Na': 20, 'Ge': 4}}]",PN_YDJZWMWC33H5BM4QMHDKYXVWVU4YNMBY,"{'reference': {'As': 'https://nomad-lab.eu/prod/rae/gui/entry/id/F6FpfGPiRSaYxoQqgfNL3A/sU0zbzue1VlDUG3JXCL3iB2rgLA5', 'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/q_olAlhejgWxpR7vDZ7uvGIjVo_7', 'Ge': 'https://nomad-lab.eu/prod/rae/gui/entry/id/A42JdZXMSM6ZvFkyAy3k1g/nH8H7aIXL4SwjYAB7X_4snhAGFE1'}, 'value_per_atom': -0.6159941775520075, 'value': -22.17579039187227}"
Ag2NaV,P4mm,"[{'data': {'a': [2.8105093700000004e-10, 0, 0], 'b': [0, 2.8105093700000004e-10, 0], 'c': [0, 0, 9.350397380000001e-10], 'atoms': [{'x': 0, 'y': 0, 'z': -3.971188570465041e-12, 'element': 'Ag'}, {'x': 1.4052546850000002e-10, 'y': 1.4052546850000002e-10, 'z': 2.1612459882065628e-10, 'element': 'Ag'}, {'x': 0, 'y': 0, 'z': 4.617111964388017e-10, 'element': 'Na'}, {'x': 1.4052546850000002e-10, 'y': 1.4052546850000002e-10, 'z': 7.286950003110072e-10, 'element': 'V'}]}, 'natoms': 4, 'element': {'Na': 1, 'Ag': 2, 'V': 1}}]",PN_I6NRGG5MQ6BHIKHT5YQIE2ATTD2MZMMG,"{'reference': {'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/fnHejGdhTuiWS0VNpjH8pA/S0g-iXGYSO3a4JeEbuX_IWUqOBUr', 'V': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/6a_z-sYaeMtEBgvOYDzXel9FP5XK'}, 'value_per_atom': 0.4350418755026153, 'value': 1.7401675020104612}"
Ge2NbSr,P4mm,"[{'data': {'a': [3.66979622e-10, 0, 0], 'b': [0, 3.69114342e-10, 0], 'c': [0, 0, 7.61765851e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 1.464619778147064e-11, 'element': 'Ge'}, {'x': 1.83489811e-10, 'y': 1.84557171e-10, 'z': 2.663922680694221e-10, 'element': 'Ge'}, {'x': 0, 'y': 0, 'z': 2.726361275730947e-10, 'element': 'Nb'}, {'x': 1.83489811e-10, 'y': 1.84557171e-10, 'z': 5.889741754583541e-10, 'element': 'Sr'}]}, 'natoms': 4, 'element': {'Nb': 1, 'Ge': 2, 'Sr': 1}}]",PN_K2CIP56BYZ6RMAYKHNUXJDSTEEFPUJQ5,"{'reference': {'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/FsjvRjUORt2wbpq8ej5bOA/861X4hlRjiSg-bvBzuNmZtnnHOYr', 'Ge': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/2eVSxv5n6du3VVsS6uZHLFviKxDn', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/9CyQcCUbCgpVbqUi9LKvMkTBuex3'}, 'value_per_atom': 0.00998355269400708, 'value': 0.03993421077602832}"
